lambda,mean_RPE_lowVf,minutes
0.1,3.8200867528968048,37.86643162965775
0.5,3.766542143764923,54.14200381437937
1.0,3.886249215477072,48.43587548335393
2.0,3.9523892781497554,48.949956158796944
