epoch,train_loss,val_loss,model
26,0.07832677992468343,0.10918451304237048,physics_informed
27,0.07864053126989441,0.1074927939971288,physics_informed
28,0.07699933598062661,0.10759407784541448,physics_informed
29,0.07873942007358473,0.10710166623195012,physics_informed
30,0.07533086105442156,0.11308105073372524,physics_informed
31,0.07606300461291415,0.10998150333762169,physics_informed
32,0.07550963850997253,0.10772303846478462,physics_informed
33,0.07767613883808679,0.1114845963915189,physics_informed
34,0.07693519968125792,0.10347130819161733,physics_informed
35,0.07582742974696643,0.10421467330058416,physics_informed
36,0.07299758316287487,0.10651129939158757,physics_informed
37,0.07245568187961378,0.11024458918968837,physics_informed
38,0.07261565595341356,0.10793495072921117,physics_informed
39,0.0742022461121178,0.10492953534921011,physics_informed
40,0.07249414303208379,0.10151365085442861,physics_informed
41,0.07192192770028534,0.1022413653532664,physics_informed
42,0.07222507592800159,0.10261251317461331,physics_informed
43,0.07259592658812035,0.10277478467424711,physics_informed
44,0.07135743690193833,0.10126715112725894,physics_informed
45,0.07161426324090124,0.10725681702295939,physics_informed
46,0.07056242151206368,0.10095632084210714,physics_informed
47,0.06999459390139706,0.1018931921919187,physics_informed
48,0.07003099909878824,0.09833100867271423,physics_informed
49,0.06932075782637094,0.10046007316311201,physics_informed
50,0.06811607947390182,0.11015972758332888,physics_informed
51,0.06867218359866124,0.10377354322870573,physics_informed
52,0.0680377380298183,0.10246110311150551,physics_informed
53,0.06928655120459083,0.1022570748825868,physics_informed
54,0.06664823261868942,0.10863957288861274,physics_informed
55,0.06770440933958911,0.10325713468591372,physics_informed
56,0.06635674661004375,0.10468375105659167,physics_informed
57,0.06616649971240689,0.1005695276161035,physics_informed
58,0.06643107995801914,0.1120857541958491,physics_informed
59,0.06835281276564027,0.10340493900577227,physics_informed
60,0.062737349237636,0.10054874353607496,physics_informed
61,0.06124360670707082,0.10037412696083386,physics_informed
62,0.061052748741499775,0.09788111979762713,physics_informed
63,0.061810774766190894,0.10262087992827097,physics_informed
64,0.06137640921621812,0.0983068918287754,physics_informed
65,0.0606653626784054,0.10366840303937594,physics_informed
66,0.06048136941765962,0.09957302409410476,physics_informed
67,0.060096113005650625,0.10082557461659114,physics_informed
68,0.060071414593184984,0.10052703437209129,physics_informed
69,0.06017280497350096,0.10023499869306882,physics_informed
70,0.05861292955887153,0.09916934116681417,physics_informed
71,0.05959205352631368,0.10064226693908374,physics_informed
72,0.05852886702669967,0.1032920298675696,physics_informed
73,0.05837207019852965,0.09955801684657732,physics_informed
74,0.05605223681418337,0.09864577087759972,physics_informed
75,0.056710704540301686,0.09979565094908079,physics_informed
76,0.055835279085703605,0.0972917882502079,physics_informed
77,0.05606127954349699,0.102592381666104,physics_informed
78,0.056307347331393594,0.09847765356302261,physics_informed
79,0.05534946701582694,0.1000891018807888,physics_informed
80,0.055830072305433166,0.09957491999864579,physics_informed
81,0.055290322401544204,0.09929389444986979,physics_informed
82,0.055543585560765454,0.09882627580563227,physics_informed
83,0.0557658059046799,0.10098534172773362,physics_informed
84,0.05496762110841722,0.09925479030609131,physics_informed
85,0.05498647558206965,0.0994694524804751,physics_informed
86,0.055334582579307116,0.09957041001319886,physics_informed
87,0.05450176871377042,0.09978219498197238,physics_informed
88,0.05352563960660061,0.09771153826514879,physics_informed
89,0.05258087696616984,0.09903268137574196,physics_informed
90,0.052908837666413744,0.0986587043106556,physics_informed
91,0.05331700996876325,0.09937410192688306,physics_informed
92,0.05284968406660515,0.09965195739269257,physics_informed
93,0.05251526145395746,0.09977842854460081,physics_informed
94,0.05283389293105667,0.10046482069293658,physics_informed
95,0.052798072154886196,0.09941360637545586,physics_informed
96,0.05183954964229102,0.10037222610910733,physics_informed
97,0.052710031217121985,0.09963844774166743,physics_informed
98,0.05270222761295976,0.10238109569748242,physics_informed
99,0.05184216185450145,0.1004884026547273,physics_informed
100,0.05200543483338289,0.10060378986597061,physics_informed
101,0.05175772752217247,0.10069609606266022,physics_informed
102,0.05178537069675717,0.09959280706445377,physics_informed
103,0.051579053004320065,0.10028913642962774,physics_informed
104,0.05094178289290035,0.10056408357620239,physics_informed
105,0.05110315894618858,0.10050922061006227,physics_informed
106,0.05101036722242738,0.1010164977312088,physics_informed
107,0.0512566597453693,0.10069813681642215,physics_informed
108,0.05111854574638417,0.1000793879032135,physics_informed
109,0.05129887799872012,0.10137684181332589,physics_informed
110,0.050670605480279074,0.10095699591437976,physics_informed
111,0.050651071796813184,0.10053840417663257,physics_informed
112,0.05058248722317501,0.10050175294280052,physics_informed
113,0.050801528832568124,0.10056274949510892,physics_informed
114,0.05040478676118833,0.10050617574652036,physics_informed
115,0.050338100955823036,0.10065423865119616,physics_informed
116,0.05013803256670543,0.1006276012957096,physics_informed
