lambda,mean_RPE_lowVf,minutes
0.1,3.3197681492341635,43.80491520961126
0.2,3.402287513538088,43.91100468635559
0.5,3.5174837630960356,42.77904697656631
1.0,3.331431332295611,49.92255969047547
